SynerJ-30
 0.99984     0.00060
 0.99648     0.00093
 0.99002     0.00153
 0.98230     0.00221
 0.97405     0.00292
 0.96565     0.00360
 0.95718     0.00429
 0.94871     0.00495
 0.94021     0.00560
 0.93171     0.00625
 0.92323     0.00687
 0.91471     0.00748
 0.90620     0.00808
 0.89769     0.00866
 0.88915     0.00923
 0.88062     0.00979
 0.87212     0.01034
 0.86363     0.01086
 0.85510     0.01136
 0.84655     0.01186
 0.83804     0.01235
 0.82955     0.01282
 0.82102     0.01327
 0.81247     0.01371
 0.80392     0.01414
 0.79537     0.01457
 0.78683     0.01499
 0.77828     0.01539
 0.76972     0.01579
 0.76117     0.01619
 0.75262     0.01657
 0.74408     0.01695
 0.73553     0.01732
 0.72704     0.01768
 0.71868     0.01804
 0.71050     0.01838
 0.70297     0.01864
 0.69540     0.01919
 0.68715     0.01979
 0.67876     0.02040
 0.67027     0.02101
 0.66174     0.02162
 0.65320     0.02222
 0.64465     0.02282
 0.63610     0.02341
 0.62755     0.02399
 0.61901     0.02457
 0.61047     0.02514
 0.60192     0.02570
 0.59337     0.02626
 0.58481     0.02681
 0.57625     0.02736
 0.56769     0.02791
 0.55913     0.02845
 0.55058     0.02899
 0.54202     0.02952
 0.53348     0.03005
 0.52493     0.03057
 0.51639     0.03108
 0.50783     0.03158
 0.49928     0.03208
 0.49073     0.03257
 0.48218     0.03305
 0.47363     0.03353
 0.46509     0.03400
 0.45654     0.03446
 0.44800     0.03491
 0.43947     0.03535
 0.43093     0.03578
 0.42238     0.03620
 0.41384     0.03661
 0.40531     0.03700
 0.39678     0.03739
 0.38825     0.03776
 0.37973     0.03811
 0.37119     0.03846
 0.36266     0.03879
 0.35413     0.03910
 0.34561     0.03940
 0.33710     0.03968
 0.32859     0.03994
 0.32007     0.04019
 0.31156     0.04041
 0.30306     0.04062
 0.29456     0.04080
 0.28606     0.04096
 0.27756     0.04110
 0.26907     0.04121
 0.26058     0.04129
 0.25210     0.04135
 0.24363     0.04138
 0.23516     0.04139
 0.22671     0.04135
 0.21828     0.04128
 0.20984     0.04117
 0.20141     0.04103
 0.19299     0.04084
 0.18459     0.04061
 0.17621     0.04033
 0.16785     0.04000
 0.15950     0.03961
 0.15119     0.03916
 0.14291     0.03864
 0.13464     0.03805
 0.12640     0.03739
 0.11819     0.03665
 0.11001     0.03582
 0.10188     0.03490
 0.09381     0.03389
 0.08581     0.03277
 0.07787     0.03153
 0.07001     0.03016
 0.06228     0.02867
 0.05466     0.02702
 0.04722     0.02521
 0.04001     0.02323
 0.03305     0.02107
 0.02652     0.01876
 0.02057     0.01633
 0.01542     0.01390
 0.01127     0.01163
 0.00810     0.00963
 0.00574     0.00788
 0.00398     0.00636
 0.00265     0.00502
 0.00165     0.00381
 0.00091     0.00269
 0.00039     0.00165
 0.00009     0.00066
-0.00001    -0.00027
 0.00011    -0.00118
 0.00050    -0.00210
 0.00118    -0.00296
 0.00213    -0.00375
 0.00336    -0.00450
 0.00491    -0.00522
 0.00689    -0.00596
 0.00949    -0.00673
 0.01298    -0.00757
 0.01765    -0.00846
 0.02365    -0.00936
 0.03069    -0.01021
 0.03831    -0.01094
 0.04626    -0.01155
 0.05436    -0.01206
 0.06257    -0.01248
 0.07088    -0.01282
 0.07923    -0.01311
 0.08762    -0.01335
 0.09605    -0.01354
 0.10451    -0.01370
 0.11299    -0.01383
 0.12147    -0.01393
 0.12997    -0.01401
 0.13848    -0.01406
 0.14700    -0.01410
 0.15552    -0.01412
 0.16405    -0.01412
 0.17259    -0.01411
 0.18112    -0.01408
 0.18966    -0.01404
 0.19821    -0.01399
 0.20677    -0.01393
 0.21532    -0.01385
 0.22388    -0.01377
 0.23243    -0.01369
 0.24100    -0.01359
 0.24956    -0.01349
 0.25813    -0.01338
 0.26670    -0.01326
 0.27526    -0.01314
 0.28384    -0.01301
 0.29241    -0.01288
 0.30099    -0.01275
 0.30956    -0.01261
 0.31814    -0.01247
 0.32671    -0.01232
 0.33530    -0.01217
 0.34388    -0.01202
 0.35246    -0.01187
 0.36104    -0.01171
 0.36962    -0.01155
 0.37821    -0.01139
 0.38680    -0.01124
 0.39538    -0.01108
 0.40397    -0.01091
 0.41256    -0.01075
 0.42114    -0.01059
 0.42973    -0.01043
 0.43832    -0.01027
 0.44690    -0.01011
 0.45549    -0.00994
 0.46408    -0.00978
 0.47267    -0.00962
 0.48125    -0.00947
 0.48983    -0.00931
 0.49841    -0.00916
 0.50700    -0.00900
 0.51558    -0.00885
 0.52416    -0.00870
 0.53274    -0.00856
 0.54132    -0.00841
 0.54990    -0.00827
 0.55848    -0.00813
 0.56706    -0.00800
 0.57564    -0.00786
 0.58421    -0.00774
 0.59279    -0.00761
 0.60136    -0.00749
 0.60994    -0.00737
